time,latitude,longitude,precip
2021-02-22,12.974998,77.57501,0.0
2021-02-23,12.974998,77.57501,0.0
2021-02-24,12.974998,77.57501,0.0
2021-02-25,12.974998,77.57501,0.0
2021-02-26,12.974998,77.57501,0.0
2021-02-27,12.974998,77.57501,0.0
2021-02-28,12.974998,77.57501,0.0
2021-03-01,12.974998,77.57501,0.0
2021-03-02,12.974998,77.57501,0.0
2021-03-03,12.974998,77.57501,0.0
2021-03-04,12.974998,77.57501,0.0
2021-03-05,12.974998,77.57501,0.0
2021-03-06,12.974998,77.57501,0.0
2021-03-07,12.974998,77.57501,0.0
2021-03-08,12.974998,77.57501,0.0
2021-03-09,12.974998,77.57501,0.0
2021-03-10,12.974998,77.57501,0.0
2021-03-11,12.974998,77.57501,0.0
2021-03-12,12.974998,77.57501,0.0
2021-03-13,12.974998,77.57501,0.0
2021-03-14,12.974998,77.57501,0.0
2021-03-15,12.974998,77.57501,0.0
2021-03-16,12.974998,77.57501,0.0
2021-03-17,12.974998,77.57501,0.0
2021-03-18,12.974998,77.57501,0.0
2021-03-19,12.974998,77.57501,0.0
2021-03-20,12.974998,77.57501,0.0
2021-03-21,12.974998,77.57501,0.0
2021-03-22,12.974998,77.57501,0.0
2021-03-23,12.974998,77.57501,0.0
2021-03-24,12.974998,77.57501,0.0
2021-03-25,12.974998,77.57501,0.0
2021-03-26,12.974998,77.57501,0.0
2021-03-27,12.974998,77.57501,0.0
2021-03-28,12.974998,77.57501,5.4866133
2021-03-29,12.974998,77.57501,0.0
2021-03-30,12.974998,77.57501,0.0
2021-03-31,12.974998,77.57501,0.0
2021-04-01,12.974998,77.57501,0.0
2021-04-02,12.974998,77.57501,0.0
2021-04-03,12.974998,77.57501,0.0
2021-04-04,12.974998,77.57501,0.0
2021-04-05,12.974998,77.57501,0.0
2021-04-06,12.974998,77.57501,0.0
2021-04-07,12.974998,77.57501,0.0
2021-04-08,12.974998,77.57501,0.0
2021-04-09,12.974998,77.57501,0.0
2021-04-10,12.974998,77.57501,0.0
2021-04-11,12.974998,77.57501,0.0
2021-04-12,12.974998,77.57501,0.0
2021-04-13,12.974998,77.57501,0.0
2021-04-14,12.974998,77.57501,4.860363
2021-04-15,12.974998,77.57501,4.860363
2021-04-16,12.974998,77.57501,0.0
2021-04-17,12.974998,77.57501,3.0679657
2021-04-18,12.974998,77.57501,0.0
2021-04-19,12.974998,77.57501,0.0
2021-04-20,12.974998,77.57501,3.0679657
2021-04-21,12.974998,77.57501,8.263713
2021-04-22,12.974998,77.57501,24.791136
2021-04-23,12.974998,77.57501,8.263713
2021-04-24,12.974998,77.57501,4.1318564
2021-04-25,12.974998,77.57501,0.0
2021-04-26,12.974998,77.57501,0.0
2021-04-27,12.974998,77.57501,0.0
2021-04-28,12.974998,77.57501,0.0
2021-04-29,12.974998,77.57501,0.0
2021-04-30,12.974998,77.57501,5.283064
2021-05-01,12.974998,77.57501,2.646785
2021-05-02,12.974998,77.57501,2.646785
2021-05-03,12.974998,77.57501,2.646785
2021-05-04,12.974998,77.57501,0.0
2021-05-05,12.974998,77.57501,0.0
2021-05-06,12.974998,77.57501,0.0
2021-05-07,12.974998,77.57501,0.0
2021-05-08,12.974998,77.57501,0.0
2021-05-09,12.974998,77.57501,0.0
2021-05-10,12.974998,77.57501,10.126267
2021-05-11,12.974998,77.57501,8.588091
2021-05-12,12.974998,77.57501,25.764275
2021-05-13,12.974998,77.57501,8.588091
2021-05-14,12.974998,77.57501,0.0
2021-05-15,12.974998,77.57501,0.0
2021-05-16,12.974998,77.57501,0.0
2021-05-17,12.974998,77.57501,0.0
2021-05-18,12.974998,77.57501,0.0
2021-05-19,12.974998,77.57501,5.4009223
2021-05-20,12.974998,77.57501,16.202766
2021-05-21,12.974998,77.57501,15.478869
2021-05-22,12.974998,77.57501,15.478869
2021-05-23,12.974998,77.57501,7.7394347
2021-05-24,12.974998,77.57501,0.0
2021-05-25,12.974998,77.57501,0.0
2021-05-26,12.974998,77.57501,0.0
2021-05-27,12.974998,77.57501,0.0
2021-05-28,12.974998,77.57501,0.0
2021-05-29,12.974998,77.57501,0.0
2021-05-30,12.974998,77.57501,0.0
2021-05-31,12.974998,77.57501,0.0
2021-06-01,12.974998,77.57501,6.900967
2021-06-02,12.974998,77.57501,6.900967
2021-06-03,12.974998,77.57501,6.900967
2021-06-04,12.974998,77.57501,20.702902
2021-06-05,12.974998,77.57501,20.702902
2021-06-06,12.974998,77.57501,0.0
2021-06-07,12.974998,77.57501,0.0
2021-06-08,12.974998,77.57501,0.0
2021-06-09,12.974998,77.57501,0.0
2021-06-10,12.974998,77.57501,0.0
2021-06-11,12.974998,77.57501,0.0
2021-06-12,12.974998,77.57501,0.0
2021-06-13,12.974998,77.57501,5.9349003
2021-06-14,12.974998,77.57501,5.9349003
2021-06-15,12.974998,77.57501,0.0
2021-06-16,12.974998,77.57501,0.0
2021-06-17,12.974998,77.57501,0.0
2021-06-18,12.974998,77.57501,0.0
2021-06-19,12.974998,77.57501,0.0
2021-06-20,12.974998,77.57501,0.0
2021-06-21,12.974998,77.57501,0.0
2021-06-22,12.974998,77.57501,0.0
2021-06-23,12.974998,77.57501,9.910863
2021-06-24,12.974998,77.57501,0.0
2021-06-25,12.974998,77.57501,0.0
2021-06-26,12.974998,77.57501,4.9943695
2021-06-27,12.974998,77.57501,4.9943695
2021-06-28,12.974998,77.57501,4.9943695
2021-06-29,12.974998,77.57501,0.0
2021-06-30,12.974998,77.57501,9.988739
