time,latitude,longitude,precip
2020-06-19,12.974998,77.57501,0.0
2020-06-20,12.974998,77.57501,0.0
2020-06-21,12.974998,77.57501,10.88014
2020-06-22,12.974998,77.57501,0.0
2020-06-23,12.974998,77.57501,10.88014
2020-06-24,12.974998,77.57501,10.88014
2020-06-25,12.974998,77.57501,5.44007
2020-06-26,12.974998,77.57501,0.0
2020-06-27,12.974998,77.57501,4.4839735
2020-06-28,12.974998,77.57501,8.967947
2020-06-29,12.974998,77.57501,17.935894
2020-06-30,12.974998,77.57501,13.451921
